Timestamp;Block;Trial;HringState;RefenceStiffnes;VariableStiffnes;VariablePiston;UserSelection;TrueStiff
233,7666;0;0;ON;0,65;0,04999995;1;False;True
250,6843;0;1;ON;0,65;0,65;0;False;False
273,6131;0;2;ON;0,65;1,25;1;False;False
287,2792;0;3;ON;0,65;1,05;0;False;True
298,1849;0;4;ON;0,65;0,25;1;False;True
307,7877;0;5;ON;0,65;0,5;0;True;False
320,9878;0;6;ON;0,65;0,8;1;False;False
339,7092;1;0;ON;0,65;0,8;0;False;True
348,466;1;1;ON;0,65;0,65;0;False;False
357,7479;1;2;ON;0,65;0,25;1;True;True
368,3755;1;3;ON;0,65;0,04999995;0;False;False
380,528;1;4;ON;0,65;0,5;1;False;True
393,3033;1;5;ON;0,65;1,05;0;True;True
408,3886;1;6;ON;0,65;1,25;1;False;False
419,3452;2;0;ON;0,65;0,8;1;False;False
433,1731;2;1;ON;0,65;0,04999995;0;False;False
441,9645;2;2;ON;0,65;1,05;1;False;False
450,3631;2;3;ON;0,65;0,5;0;False;False
460,4319;2;4;ON;0,65;1,25;1;False;False
466,5979;2;5;ON;0,65;0,25;0;False;False
472,8796;2;6;ON;0,65;0,65;1;False;False
481,4901;3;0;ON;0,65;1,05;0;True;True
487,1444;3;1;ON;0,65;0,8;1;False;False
500,2667;3;2;ON;0,65;0,04999995;0;True;False
508,6941;3;3;ON;0,65;0,65;1;True;False
515,0871;3;4;ON;0,65;0,5;0;True;False
530,5802;3;5;ON;0,65;0,25;1;True;True
541,1619;3;6;ON;0,65;1,25;0;False;True
549,1274;4;0;ON;0,65;0,5;0;True;False
558,3298;4;1;ON;0,65;0,8;1;True;False
564,3165;4;2;ON;0,65;1,05;1;False;False
576,6414;4;3;ON;0,65;0,04999995;0;False;False
592,6471;4;4;ON;0,65;0,25;0;True;False
600,069;4;5;ON;0,65;1,25;1;False;False
606,4374;4;6;ON;0,65;0,65;0;False;False
622,4908;5;0;RELEASING;0,65;0,5;1;False;True
633,3724;5;1;RELEASING;0,65;1,05;0;True;True
645,7574;5;2;RELEASING;0,65;0,04999995;1;True;True
654,8236;5;3;RELEASING;0,65;0,65;0;True;False
664,5957;5;4;RELEASING;0,65;0,8;1;False;False
672,4809;5;5;RELEASING;0,65;0,25;0;False;False
680,2266;5;6;RELEASING;0,65;1,25;1;False;False
689,903;6;0;RELEASING;0,65;1,25;0;True;True
699,2542;6;1;RELEASING;0,65;0,04999995;1;False;True
705,7611;6;2;RELEASING;0,65;1,05;0;True;True
713,0902;6;3;RELEASING;0,65;0,5;1;True;True
719,3065;6;4;RELEASING;0,65;0,8;1;True;False
726,4276;6;5;RELEASING;0,65;0,25;0;False;False
738,8567;6;6;RELEASING;0,65;0,65;0;False;False
748,8143;7;0;RELEASING;0,65;0,04999995;1;True;True
759,4253;7;1;RELEASING;0,65;1,25;1;False;False
767,5841;7;2;RELEASING;0,65;1,05;0;True;True
776,7079;7;3;RELEASING;0,65;0,25;0;True;False
782,6776;7;4;RELEASING;0,65;0,65;1;True;False
789,7448;7;5;RELEASING;0,65;0,8;0;True;True
796,7683;7;6;RELEASING;0,65;0,5;1;True;True
806,801;8;0;RELEASING;0,65;0,04999995;0;False;False
812,8115;8;1;RELEASING;0,65;0,25;1;True;True
820,6825;8;2;RELEASING;0,65;0,5;1;True;True
827,4666;8;3;RELEASING;0,65;1,25;0;True;True
833,4663;8;4;RELEASING;0,65;0,65;1;True;False
839,8378;8;5;RELEASING;0,65;1,05;0;True;True
845,9883;8;6;RELEASING;0,65;0,8;0;True;True
855,4409;9;0;RELEASING;0,65;0,04999995;1;True;True
865,5364;9;1;RELEASING;0,65;0,5;0;False;False
872,9579;9;2;RELEASING;0,65;0,65;1;True;False
878,8877;9;3;RELEASING;0,65;1,05;0;True;True
884,9581;9;4;RELEASING;0,65;0,8;1;True;False
891,9305;9;5;RELEASING;0,65;0,25;1;True;True
899,5883;9;6;RELEASING;0,65;1,25;0;True;True
