Timestamp;Block;Trial;HringState;RefenceStiffnes;VariableStiffnes;VariablePiston;UserSelection;TrueStiff
156,3311;0;0;ON;0,65;1,25;1;True;False
175,2909;0;1;ON;0,65;0,04999995;0;False;False
190,4473;0;2;ON;0,65;0,5;0;True;False
202,4189;0;3;ON;0,65;1,05;1;False;False
214,0045;0;4;ON;0,65;0,8;0;True;True
223,6886;0;5;ON;0,65;0,65;1;False;False
236,1021;0;6;ON;0,65;0,25;0;False;False
253,9962;1;0;ON;0,65;0,5;1;False;True
268,489;1;1;ON;0,65;1,25;0;True;True
279,0422;1;2;ON;0,65;0,65;1;True;False
290,9868;1;3;ON;0,65;1,05;1;False;False
302,1417;1;4;ON;0,65;0,25;0;False;False
312,7888;1;5;ON;0,65;0,8;1;False;False
322,3689;1;6;ON;0,65;0,04999995;0;False;False
335,6635;2;0;ON;0,65;0,25;1;True;True
347,6286;2;1;ON;0,65;0,65;0;False;False
357,8269;2;2;ON;0,65;0,8;0;True;True
368,0505;2;3;ON;0,65;0,04999995;1;True;True
378,6132;2;4;ON;0,65;1,25;0;True;True
390,7458;2;5;ON;0,65;0,5;1;False;True
400,6321;2;6;ON;0,65;1,05;0;True;True
411,3525;3;0;ON;0,65;0,5;1;True;True
421,136;3;1;ON;0,65;1,25;1;False;False
429,5097;3;2;ON;0,65;0,04999995;0;False;False
438,345;3;3;ON;0,65;1,05;0;True;True
447,6164;3;4;ON;0,65;0,25;1;True;True
459,1859;3;5;ON;0,65;0,65;1;False;False
467,14;3;6;ON;0,65;0,8;0;True;True
479,6262;4;0;ON;0,65;0,25;1;True;True
489,0718;4;1;ON;0,65;0,5;0;True;False
496,7036;4;2;ON;0,65;1,25;0;True;True
506,244;4;3;ON;0,65;0,04999995;1;True;True
518,0581;4;4;ON;0,65;1,05;0;False;True
526,9321;4;5;ON;0,65;0,65;1;False;False
536,8803;4;6;ON;0,65;0,8;1;False;False
548,141;5;0;RELEASING;0,65;0,65;0;True;False
558,2437;5;1;RELEASING;0,65;0,5;0;False;False
567,1575;5;2;RELEASING;0,65;0,25;1;True;True
577,5936;5;3;RELEASING;0,65;1,25;1;False;False
586,186;5;4;RELEASING;0,65;0,8;0;True;True
594,268;5;5;RELEASING;0,65;0,04999995;0;False;False
603,1787;5;6;RELEASING;0,65;1,05;1;False;False
613,7852;6;0;RELEASING;0,65;1,05;1;False;False
621,8431;6;1;RELEASING;0,65;0,5;0;False;False
629,9747;6;2;RELEASING;0,65;0,8;1;False;False
637,4059;6;3;RELEASING;0,65;0,65;0;True;False
645,1386;6;4;RELEASING;0,65;0,25;1;True;True
653,8007;6;5;RELEASING;0,65;0,04999995;0;False;False
663,2411;6;6;RELEASING;0,65;1,25;0;True;True
673,5165;7;0;RELEASING;0,65;0,25;1;True;True
683,6735;7;1;RELEASING;0,65;0,65;0;False;False
691,7338;7;2;RELEASING;0,65;0,5;1;True;True
700,8638;7;3;RELEASING;0,65;0,04999995;1;True;True
709,5507;7;4;RELEASING;0,65;0,8;0;True;True
718,1537;7;5;RELEASING;0,65;1,05;1;False;False
726,6104;7;6;RELEASING;0,65;1,25;0;True;True
736,3251;8;0;RELEASING;0,65;0,8;0;True;True
744,0746;8;1;RELEASING;0,65;1,05;1;False;False
751,0356;8;2;RELEASING;0,65;0,5;1;True;True
760,8085;8;3;RELEASING;0,65;0,25;0;False;False
772,1506;8;4;RELEASING;0,65;0,04999995;0;False;False
779,8469;8;5;RELEASING;0,65;0,65;1;False;False
787,2687;8;6;RELEASING;0,65;1,25;1;True;False
797,8669;9;0;RELEASING;0,65;1,05;0;True;True
806,4789;9;1;RELEASING;0,65;0,8;0;True;True
814,9647;9;2;RELEASING;0,65;0,04999995;1;True;True
823,8702;9;3;RELEASING;0,65;0,65;1;True;False
832,0005;9;4;RELEASING;0,65;0,25;0;False;False
840,7776;9;5;RELEASING;0,65;1,25;0;True;True
848,0201;9;6;RELEASING;0,65;0,5;1;True;True
