Timestamp;Block;Trial;HringState;RefenceStiffnes;VariableStiffnes;VariablePiston;UserSelection;TrueStiff
725,7626;0;0;RELEASING;0,65;0,5;1;True;True
744,4009;0;1;RELEASING;0,65;1,05;0;True;True
753,2445;0;2;RELEASING;0,65;0,65;0;True;False
762,3354;0;3;RELEASING;0,65;0,25;1;True;True
771,7341;0;4;RELEASING;0,65;0,8;1;False;False
783,2463;0;5;RELEASING;0,65;0,04999995;0;False;False
796,2039;0;6;RELEASING;0,65;1,25;1;False;False
817,6978;1;0;RELEASING;0,65;1,05;0;True;True
826,3223;1;1;RELEASING;0,65;0,65;0;True;False
835,5247;1;2;RELEASING;0,65;0,25;1;True;True
844,5422;1;3;RELEASING;0,65;0,5;0;False;False
854,0173;1;4;RELEASING;0,65;0,04999995;1;True;True
863,546;1;5;RELEASING;0,65;1,25;1;False;False
873,283;1;6;RELEASING;0,65;0,8;0;False;True
884,7358;2;0;RELEASING;0,65;1,05;1;False;False
894,4735;2;1;RELEASING;0,65;0,5;0;False;False
902,4879;2;2;RELEASING;0,65;0,25;0;False;False
911,093;2;3;RELEASING;0,65;0,65;1;True;False
920,2201;2;4;RELEASING;0,65;0,04999995;1;True;True
927,9943;2;5;RELEASING;0,65;0,8;0;False;True
935,6655;2;6;RELEASING;0,65;1,25;0;True;True
956,1702;3;0;RELEASING;0,65;0,04999995;1;True;True
963,8012;3;1;RELEASING;0,65;0,25;1;True;True
973,2186;3;2;RELEASING;0,65;1,05;0;True;True
981,4418;3;3;RELEASING;0,65;0,5;0;False;False
990,1149;3;4;RELEASING;0,65;0,65;1;False;False
997,8882;3;5;RELEASING;0,65;0,8;0;True;True
1005,207;3;6;RELEASING;0,65;1,25;1;False;False
1015,153;4;0;RELEASING;0,65;0,04999995;0;False;False
1022,969;4;1;RELEASING;0,65;1,25;1;False;False
1030,565;4;2;RELEASING;0,65;1,05;1;False;False
1038,924;4;3;RELEASING;0,65;0,65;0;True;False
1046,313;4;4;RELEASING;0,65;0,25;0;False;False
1056,063;4;5;RELEASING;0,65;0,5;1;True;True
1063,969;4;6;RELEASING;0,65;0,8;0;False;True
1074,043;5;0;ON;0,65;1,25;1;False;False
1081,636;5;1;ON;0,65;0,04999995;1;True;True
1089,535;5;2;ON;0,65;0,5;0;False;False
1099,088;5;3;ON;0,65;1,05;1;False;False
1107,06;5;4;ON;0,65;0,65;0;True;False
1114,682;5;5;ON;0,65;0,25;0;False;False
1123,008;5;6;ON;0,65;0,8;1;False;False
1134;6;0;ON;0,65;0,8;0;False;True
1140,919;6;1;ON;0,65;0,04999995;1;True;True
1149,355;6;2;ON;0,65;1,05;0;True;True
1156,216;6;3;ON;0,65;0,5;1;True;True
1163,064;6;4;ON;0,65;0,25;1;True;True
1169,21;6;5;ON;0,65;0,65;0;True;False
1176,856;6;6;ON;0,65;1,25;0;True;True
1185,011;7;0;ON;0,65;0,65;1;True;False
1191,436;7;1;ON;0,65;1,25;1;False;False
1198,932;7;2;ON;0,65;1,05;0;True;True
1206,262;7;3;ON;0,65;0,04999995;0;False;False
1212,338;7;4;ON;0,65;0,5;1;True;True
1219,956;7;5;ON;0,65;0,25;0;False;False
1227,426;7;6;ON;0,65;0,8;1;False;False
1236,599;8;0;ON;0,65;1,05;1;False;False
1244,145;8;1;ON;0,65;0,04999995;0;False;False
1251,669;8;2;ON;0,65;1,25;0;True;True
1258,79;8;3;ON;0,65;0,65;1;False;False
1265,825;8;4;ON;0,65;0,25;0;False;False
1273,391;8;5;ON;0,65;0,8;1;True;False
1280,711;8;6;ON;0,65;0,5;1;True;True
1290,42;9;0;ON;0,65;0,65;0;False;False
1299,067;9;1;ON;0,65;0,04999995;0;False;False
1305,14;9;2;ON;0,65;1,05;1;False;False
1313,811;9;3;ON;0,65;0,5;1;False;True
1321,403;9;4;ON;0,65;0,8;0;True;True
1327,526;9;5;ON;0,65;0,25;0;False;False
1334,843;9;6;ON;0,65;1,25;1;False;False
